msno,date,predict,actual
H6a419/65QQro0J+oZVOlLIDvXgi0gQ+08YM5HA8q2U=,2017-01-01,0,0
H760B3T5qN7IPE8+5sOdw7PHwdxI9ekkcEf+PqV1OmU=,2017-01-01,0,0
H7T5u0rdAvCcqb+/Z8Qv3nCQoLQpOiUuL0N1dvC/SsE=,2017-01-01,0,0
H8Hl3DwdVAe+spzfz+4i6Sweaf5q1GNH19S8UAnG+TY=,2017-01-01,0,0
H8izcE9b02MG+YKXwlFRAGsSPh+iCezbsx8DfMZRek4=,2017-01-01,0,0
H9497Y7zIY4Z0QbH8IrbnLWm7oQk9vame7lh6Qrb9pk=,2017-01-01,0,0
H9RhL+JD8mOIOdCMlTfF/7Z7ojCLZBXF0RtduFjM8no=,2017-01-01,0,0
HAcuV91C14YdtEdPIOa7s44SJ2qYRBDJV9v5jVX6Oys=,2017-01-01,0,0
HBbHU39Rub5t6ut6trLnGN4MU0wQqGtmLXCcR71eB2A=,2017-01-01,0,0
HBj/OcrLpVYJ+Fkl+7oQ18Gl9hi2S13FQuDgs42rmMA=,2017-01-01,0,0
HD0txpYXOZT5HquRDZ7fBTNhkEnEJpJRDswtLkxFgjo=,2017-01-01,0,0
HDDZ+wqYuhT43l/AyGLEDRtVUpQ4zo6pHKqZs3MulwM=,2017-01-01,0,0
HDWQ7CxoyPGQjeAwRAamvHPRWYJQNAb5eFlWKC1R6cY=,2017-01-01,0,0
HE8XgSwmycTurO5a9X1y6Uy4kXBkeUXgEV7klpG2skw=,2017-01-01,0,0
HE99FIydncv2aEd4stIwTAsKo2vEi0k1vphN6uO4os0=,2017-01-01,0,0
HELQRJfVaVr+Ecs0+ts9mAx8IGXAYR3js++v8vz5tLE=,2017-01-01,0,0
HEQu7/0FPjL7xle/mCUrIQUsidQBJy5UQjruP9a0oek=,2017-01-01,1,0
HF5kaZuQQwJdRSNjPNjCVC9PyIvWqurrLXen3PMJRzE=,2017-01-01,0,0
HFERGM0g1BbRUexpkGTpB26cGPEvdxwMOkiZoFzYpRQ=,2017-01-01,1,0
HFd+69L1FeLqLmDlhpvbDInf8+BeGDJWsxhcG7MZK+4=,2017-01-01,0,0
HGaWqbn0XFZPLJUO+2qkhyGlqXpz+4IfLMPrykIDkVw=,2017-01-01,1,0
HGbO0blbgOW4hUC8HmalrU1MdXd/aojlI2GUDO79sd8=,2017-01-01,0,0
HGhxboEM62WDb6LRe9PZWrt4RPh11EUp7kO7DZvs+VU=,2017-01-01,0,0
HGyhWuy0HXEuqsbrXzsuAFFG5jN7Kiq/vcoAh9tEQdg=,2017-01-01,0,0
HH5TVV9oOGuxpnHvMbiCsExCrEz1I1+3l09LcnIjUx4=,2017-01-01,0,0
HH6CfSPeFNMcwqaiV9wJ/ZD+ap/KVG+3R+XUjIoPKoM=,2017-01-01,1,1
HHCqNupV1Tz80k6RNiaXbSs6g+YLpjvjY7GavscXCWE=,2017-01-01,0,0
HHaCOX0tvlIKtHYAt1aqGkCrpdvrMs2h48u88xJDiPI=,2017-01-01,0,0
HHlVXgHCoIY9C4EY7+FZkUbVl+A3sVrOVcKeCq/UrpU=,2017-01-01,0,0
HHq7grbpy4Gbu33dC0EASDqmd8fL61sdyfXpG0FGC5A=,2017-01-01,0,0
HHqx8CG6dZpM+XQsWSGfz4VjpqPIaQJxP7lSyd1AA9k=,2017-01-01,0,0
HJ1ectkbgddGuIyEf+bh6lYq7w9TVvrM5oHbuqGybx4=,2017-01-01,0,0
HJP84MnfKGmbwLVVFWJx/WNU94NS4mYPYXDuCFovLjc=,2017-01-01,0,0
HJmu/6mhMxzvq5Pn6+tBnuhPrQeKz+aDZ+UsVQ2m/jE=,2017-01-01,0,0
HJyA8aP5EzH3mc/EthbLb4yQNQaJJ11I/q/pOAqyAqs=,2017-01-01,0,0
HL7lSf1IHe6IaVQQwcE5zLbIgOLVzOl5w3nclmFVrGk=,2017-01-01,0,0
HL87nB7AxAA8kRzg3i1k6v0apELasWdPSCJoxbM6sco=,2017-01-01,0,0
HLggF9pQGpmNuMiwotx5+i33CZpUBkmYgqDmn4NaTJ4=,2017-01-01,0,0
HLuftVVzPTiLcSMa5R3v7AoG5v+z1BybgfhKUnjnL10=,2017-01-01,0,0
HLvGVZ8r24t/XlldmTcNNx2twA9IGyTIcceu8nyOR4Q=,2017-01-01,0,0
HM2umk1egjJ3FsuRB5t6hCbArvm5gnNQltZcycz+x1k=,2017-01-01,0,0
HM51XUASqMwY/PNgr39UIgETiKXa3ve63ehqIaf2PXU=,2017-01-01,1,0
HM7rFD3AiEPlyFt2bwSGuVc6zmAlDtbx0U98ZEf29pQ=,2017-01-01,1,0
HMeajHbiWwtWCs+2H9OOnEwO84rdrtzuGgNc+I9sil4=,2017-01-01,0,0
HMl4qvxKeOSLKJsB/QhXiGtfDEBKbAPQNcT2ma5G/Tk=,2017-01-01,0,0
HNUbokvlrqziZ8sDLJVXSOXukJdOZeAdjWSD/ijdCWA=,2017-01-01,0,0
HNYZme5vW56e8EMAEVc6y975D7DQYlQfVmykSI3+vVc=,2017-01-01,0,0
HNskN7HVuNkq/VuWRFvH2WHYBDAEUuANTkbPfMWmv4A=,2017-01-01,0,0
HOfprDHrSbZB92Cs3JKKajHr2vdHaV3F647uTN0W6mc=,2017-01-01,0,0
HPx70h/iKpX5jDNRfemxP1Ex2sME1uemd8UTdF7rYXc=,2017-01-01,0,0
HQUqD9RyCdH9TZtYXK5dB8t3RvdtJuvYxW5C2j12mLM=,2017-01-01,0,0
HR/TM33JzsXlvNjnFxRs9kcvxrTCFwedTdRMO7IyQ64=,2017-01-01,0,0
HRBImxq9CKFWBFBCDKe8qvmCqk8v3gJD3JeeoQk3tR4=,2017-01-01,0,0
HRbfmUn4bCbhQQk0YXkOUeFJiYTOe+1FpnWvtKj0RQY=,2017-01-01,1,1
HRjl3IsnY7e+lRW4PsGv9EANFissVAoQuPAkbAlHoQg=,2017-01-01,0,0
HRqcKzBrq38UNvSLE51ygvpr2sDi4vgDcYa6vKJlKfw=,2017-01-01,0,0
HS4b2MgqyeJH8QB6iJP7Dh+sIchWVHfgOVaeivLUfbw=,2017-01-01,1,1
HSamC3/SChYrk2UwWeN0BV1pIRloOwT+nuOf8fvBEMI=,2017-01-01,1,0
HT0tg+zddsGBjpmHhlVViA6NVu3/Gg00w7gao2KN+ts=,2017-01-01,0,0
HTjjZX1YksF8wSDFYIb7Jkh/PuqiBGnl5DDePuR5wkM=,2017-01-01,0,0
HTx+CfJjGrwrevaOpGzkXDEntRxKQa+HwoilHea/vqM=,2017-01-01,0,0
HULQdP27g6L60zG+x3Hl7E2vJM6yCpsHPRwkfm68qgg=,2017-01-01,0,0
HVpCt9DY2mx39AQCXz3jqlRniEV7LKlx1/ToqekZnNA=,2017-01-01,1,0
HW2XOfnVRJThMBQewm97fTn30gH3TbXbIOeF2k5FPVg=,2017-01-01,0,0
HWMpQvmc6HBURDSX3VSIL3GwP4TbD88Vd3GC4w35gv8=,2017-01-01,1,1
HWXP7H9pJWVgY+yc8iUrjfraGD9KMApXkhHnzkZggbA=,2017-01-01,0,0
HWjxZMdKXJeawqvencS+T7Em/AfshlXlf1sMX+kCOI8=,2017-01-01,0,0
HWkN0yY6Rrt1dlKOGcLCCjQKdmxgsstPdhxFL7Pg29Q=,2017-01-01,0,0
HYtrZI4frvJVWz3RERqlOJYjDDyXo5V5NNhmJFOFHm8=,2017-01-01,1,1
HZkK6TxOmOUvTYKA+ZkbtzAw/vDnkXLteAbnyIo6fg0=,2017-01-01,0,0
HZsKK+fulTF4q3wBsn4JdLgxuBzDrwv9gBEl8eed6Xc=,2017-01-01,0,0
HaLHlKIlQ2+vd+9TFPa7FPDYv4RLfRHzlqTv/MGvqTE=,2017-01-01,0,0
HacndOkKxY/LnEsr+7tON5AyPulWQRaNvkdGH/6SXYk=,2017-01-01,0,0
HcSvTjVBKITahtCcXdoFWD0o+So2O7/zJsszvcRYEBI=,2017-01-01,0,0
HcbDN2l8TfeDQNMIU0tu2XrIKjuhgLnKFlLbfQ89ti4=,2017-01-01,0,0
HccbWHAd30Ry5nV1Jw+Fpd1g9GquSj+C/XPEffsWLEQ=,2017-01-01,1,1
HdSHHogwLAeWBLYC4vL9g4ZE8jc7xeYY8dJlsry0/ew=,2017-01-01,0,0
Hdh2m/1enhbZs37z28P/eu/nx0AKbyWi5ir0DiiSZks=,2017-01-01,0,0
HdoLp3Pl/qFe267tbOAJDh7hyOaPoUjUmxwPo855X+w=,2017-01-01,0,0
Hds39c98w5UYT2J+2S2PzTmaojMeTSdF6k6G6FrKo+E=,2017-01-01,0,0
He1dKogw9U1eqemRcV3w+BJo1FkrwBcoNgHzEUZcK88=,2017-01-01,0,0
HeIZm4p70xLnEXncl0AA5g6njAEcMusD44j8SGZ70M4=,2017-01-01,0,0
HfVUTyn00H45Pk/HH/j8Q9NN+ZT7vaqBB1y2bfGT9wQ=,2017-01-01,0,0
HfwVhZY7tlh/8DsivqtlVdgi8N+MdxEUv0IIeah0jwM=,2017-01-01,0,0
HggiJUEJ23NcQ+NEKYOFx6537tEyL3DoPpizvWZPF7k=,2017-01-01,0,0
HhlGB06eFyrhjJwzPLkICvW5Gv+Dy3QcdQG8Zp2Bxgc=,2017-01-01,0,0
Hhr4764pyWERalfo6GKzi9TFvU/SwR7jnChHVe6VWVA=,2017-01-01,0,0
HhzYChJXuKeDDMgIMm/V/sYTbwwcgly+aU7DhCSh+8E=,2017-01-01,0,0
HiLqlbHf5KNcL4S8rXNu0lr9KeCU6xfDw01Y7oXhfUY=,2017-01-01,0,0
HiiRrykRMkUzxQ8G+g3H//g0Tmecbbqw6/UwyEH99nc=,2017-01-01,0,0
Hjywc9w+xdLCJTjAVDHykyWlFraQjdQ6yFEQZW2kUew=,2017-01-01,0,0
Hk7PbyYiJ8VVY7tMbxaxdfw6Sst+mQhE6USIOaQDdTA=,2017-01-01,0,0
HkGE+ylu3TnOCzlQGMc9Oz2wksyegx5cZwUdj7PG7fE=,2017-01-01,0,0
HkvW8aYBBgvk3+Or8dA91+7xtkRoL22GcfOjKnb323g=,2017-01-01,0,0
HlNfPP0BzUHh6R6aor3wFfNpBAjzeyG5KRKbQwS6ydU=,2017-01-01,0,0
HlXNzzp+1JFIaJLWQK/t5YkoTmVz22o3GEkPfZXZInc=,2017-01-01,0,0
HlkLjdaVf27Le+Vxt9M/3cvf4g7RQosSjEbdNXVHgCQ=,2017-01-01,0,0
HlrqO15q8uuDDV0Hpq7LS81RdKrx7cJ5AJZN1oTACmk=,2017-01-01,0,0
HlutzrFoWkiUOQ7V47f1VeKoL+zrWjt4emHb8b0lSaY=,2017-01-01,1,1
HmUKDkeapkkme1kUAaJ7mNc2W0EQ3iIEon1V/tADW+U=,2017-01-01,0,0
HpITYmcDSnazRlF5PWPd8/Dq+07ZdRKCq9bniUvwHAc=,2017-01-01,0,0
HpaP6FRQog3D1BkSUllcniGB574i2F075FbB/4y8nMM=,2017-01-01,1,1
Hq9pYdqF05Y5PgON2dJZlBjGKNsqGiv8y1PlqbZ2jbw=,2017-01-01,0,0
HqUbT0R5XKh46jweLN0kh7czgUYLABTeVN9XjW4fNsw=,2017-01-01,0,0
Hr3mSZSd2rfxhwW6vNEz82ZwLxV7HCuVAQPSoEujaj0=,2017-01-01,1,0
HrKjx3EdIlbh8KlkRXFhm/ZO3/kc3UHprNY36B3wFGE=,2017-01-01,0,0
Hrd2+5nCsR3FtYyNMsmmb5qSGnGdhxSXJWiNCtnt5/w=,2017-01-01,0,0
Hrh05FMfbabpH7MHeYDk0im1NXnsNx88Ls64kBfqbm0=,2017-01-01,0,0
HsbuwnqMfkWZzX3lCxcDw1YzWWW8VASw2iaXcirhQs0=,2017-01-01,0,0
HsljEf5ldcu1aZlDEcn+82VYG9rDyDDBe7AxHttyOtQ=,2017-01-01,0,0
Htsel0xyzZ1GUEhgUwQI5SeLLnoKzCdQKdEnls318Ss=,2017-01-01,0,0
Hu3hHDy3bm7WLeOWgfgicw5ERksMraMyC6NwPI/2Sd0=,2017-01-01,0,0
HuWQ4WX1k5jzfQ7tFePRl/8lvavIvsjxqHT32BlbPXw=,2017-01-01,0,0
Hul5h0Rv3Q5w49JyOgQ4mpD7ydcPmywwTqjcdAfj4KM=,2017-01-01,0,0
HuuUVbnZVGhqdN3m0air0BSzpzss7ngRYFsYp5PxQB4=,2017-01-01,0,0
HuzuPJTARG+jqSuSYS5j2U/zMFqC4G822qLqqaE8xvY=,2017-01-01,0,0
HvKeM2y11UPL7IvMUR3tdbp8S8OyysgJwLcFylncyDg=,2017-01-01,0,0
Hvp5eAb7QTLoNJPx+aXrAEu/xRS5QXQR+Z2l3O5SMQs=,2017-01-01,0,0
HwAHGkuA9Kp0JS5OyTLGwGN2KjyX7/BqEF1MRJHcjrE=,2017-01-01,0,0
HwQ+2wWI6cUtE/Rm62xaZGta3W1/oN0nLlHj9I4lzK4=,2017-01-01,0,0
HwYjVj5t/uErHOd7tsXoEa2ZByfhXmDq5uwjGXqbiqs=,2017-01-01,0,0
HxOGf5z8dv6ESIYO0PpBfK5xmGAohhn3VtrUCtkz2II=,2017-01-01,0,0
Hxufa3X61ZwLjEERBxYBGnBMGVx5LbvIV4RhQ3SzAd8=,2017-01-01,0,0
Hyomn9z81ElMuqfYNM29mQtHe9YeB0svHkrpZ5Cq6FQ=,2017-01-01,0,0
Hz1y4MQBQI0QLzyi1v/53tVWZseyJJonabksnk4qpmI=,2017-01-01,1,1
I+2cZpCq4/sWqpYNHkfPepqYr1rKmb35PlvcDdrLcEs=,2017-01-01,0,0
I+iOlPxOeJ+BZ68hl3RuhcdnUQsrS6Ys1z7SVq/lfMY=,2017-01-01,1,0
I+pwzS2St0OsTHhsj1D0qwf0uhBFE+zVEGURgTa3RCw=,2017-01-01,0,0
I/PdefsGcFeJThHhvYWumt0U7FVZ+X8YukjhUyuTr3Y=,2017-01-01,0,0
I/XAf4SmAtOQeUZTar5OAV+NTcOQvlrNfIahUeMks9o=,2017-01-01,0,0
I/yzPkzO5CvvFG3rusp8fivDqjWbTWvWCb2aytDoA4c=,2017-01-01,1,1
I0Ke9Wf8cYz2jeKSTYjvgQ09DB/6eBQAHizjwlREa5o=,2017-01-01,0,0
I0dX7vAuSGg9e88ywMIUxHvwPJVf5HHllt+p7QjApRk=,2017-01-01,0,0
I2/m/Q0SLiePGG3awBd3F2HxJytQvLVsb7zBFEhCuko=,2017-01-01,0,0
I2PEbMI+aNXtjsfEeYGUbgcYS+PxFich46Li4ypahYs=,2017-01-01,0,0
I2bbJ+CedQvMOuQLnd2wHdsoaS/r0LDHke8BiYthAws=,2017-01-01,0,0
I2fXq10orqexpLDSTvJ6RJzmP4ArbsrHesuM06IIPyg=,2017-01-01,0,0
I2noa0lSaCVT5DWGFV6Sk3vMx6Z1kZWDtd54Qjufh64=,2017-01-01,1,0
I321kFmsAU2rUMEIbZfKSX90ti7KNbnK2np7X8g+nks=,2017-01-01,1,1
I3xosGxOu12NsOdbitO5Q3zuaiOf9SW18ybKL5fTCCI=,2017-01-01,1,1
I46BiAX3plpKnqB1HttdY9598lB6O7E+YShhLA6Z6LE=,2017-01-01,0,0
I4WYcnVPcNVPZgZDSC9Ad74AiNK7cL/GjjOHia7jfBY=,2017-01-01,0,0
I4dCaZfrtfID0EOfnvRUxh9PKhxTL4M9m4cOEEJNPBE=,2017-01-01,0,0
I4vgKKgllXl+o+I6z0NkwkcavdNpyNXwcGlm2ZOORpk=,2017-01-01,0,0
I5iqEFAvg7AO/wf6d1349+Nk25nNOJfdSw/ToCkPEAA=,2017-01-01,0,0
I5ncN0Pk1vCkkOzZVgSPd1aLmLRBDDyemlFcRg5uNHQ=,2017-01-01,0,0
I5zqVOyA/dQHU1n1l1ZmIjK4OB2RhFpDGLnwk3s6ZqY=,2017-01-01,0,0
I6COi1m0mcg8MRvTSRbcAypDF6HGZfDqhW6/i7IelN4=,2017-01-01,0,0
I79J9mLYfHt/fav9fhSYRpSu63iq0aSrKAnFpO2eiYw=,2017-01-01,0,0
I7O+xIjlxhFmkyvMB+wHUkORjHCXRn+qtlLgiU0RQpo=,2017-01-01,0,0
I8+JrdpG4wsNZlphygl4YosWH1BJ2hHYXWcNcelKwhA=,2017-01-01,1,1
I8YhJ1KQI5M+qh+ycQ+xPQlXiv+6GM7E+4uosqaeWoM=,2017-01-01,0,0
I8lV0/rMPnxu2yK6OxGVkaGsUA/y09SFh+YV1KeHIQg=,2017-01-01,0,0
I9GKyUhc3rL230v8GCYJ4by5vQDrmTOQuNkJngiuEsc=,2017-01-01,0,0
I9pQUJNLiYBz+2JnmTW93hVT6vxPu4n2SFoyavBy4yo=,2017-01-01,0,0
IAdhbExemMw7oaedcopBB1zoYdUFFO6KFP4QOQnsi4s=,2017-01-01,0,0
IAiCKBqc8z8Kk2zVIMvzxiG85PPvA/LY9V5ddSlKKe4=,2017-01-01,1,1
IAsfzfDKeFS2lBKIXXf+EPmrD3iSgQm8sqSsL/PQxuY=,2017-01-01,0,0
IBraLeLmHU35OThkP+C1l4ry07xsXluM45pnSy+zauI=,2017-01-01,0,0
IBuhUNS9+dFxAlqshjCeG2IpFaW05HOeihE08R6N+c4=,2017-01-01,0,0
ICWaps53uAhFPIpYlShMytu3mKvqKkNRGRI7ApndndA=,2017-01-01,0,0
IChF+4gr7poSe2j4helHG0dt6CABDtRtf1jZS46FUYU=,2017-01-01,0,0
ID/5SxxPnCt7J7qoJru82xkuiRItIV5IkuPy4fp2NQs=,2017-01-01,0,0
IDAMgFR429zh4bImlVfdIqs0UqYjKqgAT51wpcMvgss=,2017-01-01,0,0
IE4ZweNndXGsAmYXOPuYQh4Cs3dCy21bpa2PP7UlsX8=,2017-01-01,0,0
IEAN1xygVCSkrq0AmQXeIthXP/9CA6UCkNyHyqflY4o=,2017-01-01,0,0
IEpTHdQKK4qvNQtw9Q0jYp6B+a5dfM+8MFyzGqYv0Eo=,2017-01-01,0,0
IEyr+u6lKtBzSht9JWARgAlRxl6/zCm7HHED87j3T/c=,2017-01-01,0,0
IFl/ZVRv4Lit/Y7/JvzRrgwRh7kNn9KrdRpUd6PbL+A=,2017-01-01,0,0
IFuL87cBgMcGtvxUVHKhc/X385lsRAoz1gZ6/dUl8Ow=,2017-01-01,0,0
IGLkPmH6imayvKJUsleua368KPdn7+bj9DDx3uZvQ2E=,2017-01-01,0,0
IGSkxXL4FI1mgpIixHc8qD1xn9meMPVcPOWTxL1XJpU=,2017-01-01,0,0
IGcZwFoanKiIJg2BfKUnajX/eHfnTWnYvTYVVZxPoGg=,2017-01-01,1,1
IHQa3An6YMqV3ASz7UBj8VEuBcliB+76qpSa+BRVifI=,2017-01-01,0,0
IHQu2veVlgIh6QQLwB6nMX3lRhYrrFaN/6eMsbBojRA=,2017-01-01,0,0
IHVsVifi0O9crS0+H6b+SRI9uXasiPEWhBKGj+EODKU=,2017-01-01,0,0
IHpNGZ+vRqv05sE0rUYi8t3Dz9nP2Kzz7xoV+QIg73A=,2017-01-01,0,0
IILAzZEmp5QufwIxPbgGP+a0YmzkGmTSZr9wlT+bMVY=,2017-01-01,0,0
IJXdhAxDRmIgPrRgKkbIqixrd9/l/25tc8OaskvHx2o=,2017-01-01,0,0
IJx4mO6v+I2Js/monkuEudvb2g9L61MWudFIP8lDfMU=,2017-01-01,0,0
IKL7paI+vgzGuD8NAJAUJoAB/73OHxKOwcMjJm5Vic4=,2017-01-01,0,0
IKsJpt3XynSoEn7GKm+bJrGhATY0z+YZCqtNdO+OGSE=,2017-01-01,0,0
IL8rqBRPD3mg0Ey2mNVm4q95BVDTepSRgeMXI/6lpfo=,2017-01-01,0,0
ILJQwZO8YllWpLfvcpr+GFNO7E6wavLb5e8EKXOOImo=,2017-01-01,0,0
ILhLAADE8vg/3OhD276Ky13UGF9CCLPDaj091LidmYY=,2017-01-01,0,0
ILpXoHH+l7ZjLyKphpmQfn8pH8o6QbxnA2Ad4BBAJ48=,2017-01-01,0,0
ILrFmuI/WuWhJcz65MuZcb24fZhqrQaEiQOrLWiHyaY=,2017-01-01,0,0
ILrbJSbpzTQ2N6lspoXjgKLY4gQNZRpPUqtgeABp6Ts=,2017-01-01,0,0
ILwN/vanKcFBIU7ar+5XfhcZnDHUopf+vYI1oDUaICw=,2017-01-01,0,0
INDwnAfSKB+zOeZ6jKl0SQx9lmHwPqigVVuvmlFJUMM=,2017-01-01,0,0
IOJGCQ1uQrTHSpJCvK5uOe+6JwQL1CfetMLMXvwxlK0=,2017-01-01,0,0
IQJ062+3YwwN70OTwBPlB8MI+WsfAvUvUMJbVUm1X+s=,2017-01-01,0,0
IQLxF7CoJw/9utHxyXy2mnMBgdNge2AhVId7Dv6ugUo=,2017-01-01,0,0
IR0RyBfvFq1ax+gpNPV1JVszZLobzZ2xgUXN4jFXrCs=,2017-01-01,0,0
IRVmqcVWrQqbU9y7CRtacW3hTWMZGLvjphZBDDrPXYQ=,2017-01-01,0,0
IS8OPFgL0NbWgyWMQoZkifO2Pji4xp2sayTVNC6U2HI=,2017-01-01,1,1
ISN3TMtXKIqVv4ufWaQnMzTV8glsmHJtSaHAqDvbMtQ=,2017-01-01,0,0
IT402a6cMFTmKEG7RPDGe0xg0X0Hyu3rnhwFU4/T1PQ=,2017-01-01,0,0
ITHPOmb1qoAuFFJLRBut8RtcHo5ykBng7P0lKXXK6nU=,2017-01-01,0,0
IUZ2yflr8LRiqVEJb0+E4PZ1tl9w8NHXe9TNgd2b6eQ=,2017-01-01,0,0
IVxCZCxGPBbbL1Zpu0VKl8f9OpUKhlZotRV0triiT6Y=,2017-01-01,1,1
IWaMPAxFMd+YGEH0NKcObty1xckFf+4Cq2BHuKMUs6I=,2017-01-01,1,1
IX+6b4vwiFS1JiE4uE9OTyky7sQ3PlD8wGkr7UoxqYQ=,2017-01-01,0,0
IXaHVspzkNr287VzWSWq6ITi4TLys6Xfdq9NT5UZ1AY=,2017-01-01,0,0
IXsftkXk2MMtt+SA86f6TEESvq38es7sug6qDoY3gVw=,2017-01-01,0,0
IYoCU7vS174npRa/0K3AectRCeQNgYDNTtnbJZZ/yfg=,2017-01-01,0,0
IYwefef2yo2neBn9EaTBps5gGS7kN8GfnEEHVaK3edA=,2017-01-01,0,0
IZ4dhjV/Pjn3Kt1vw351LLQ+xKDeGJ9Tmbm+UWGunp4=,2017-01-01,0,0
IZLb0+cLkLjcViqXyn7h6sVncp2oG962xMZq95KfAD8=,2017-01-01,0,0
IZaQ/K77CvOBeHU7Y+oYmKmzlfvKTFEzWB7oNxfo3CE=,2017-01-01,0,0
IZhG6nGf7AcdRA/xrSNm+47SmENfADiBPrleSdne9X4=,2017-01-01,0,0
IaBkjhoVdljefpZHsSJ7ib7nPdUk+BWg2UoASrnwEsE=,2017-01-01,0,0
Ibc0P77uYo/BVH+C7IwuAm/DeGGRjxwuhHrjLaw5Rh8=,2017-01-01,0,0
Ic0YDtgjDq+yiDO1TomYqun8fSTdi8KtKNZtb3vqdCo=,2017-01-01,0,0
IcEakLbhQPISmXQvQo370EkN+n0tOqLvobTBQS+WaQM=,2017-01-01,0,0
IcKVnbqrL6co+bCxwgK/ckq2Q9+81OfQdnw4j6MJ8pw=,2017-01-01,0,0
IcO7nSmhHFUpfpQsOVkbHB3GG51CwTWQ5R8cNYfuzbo=,2017-01-01,0,0
Id85CMQJQ30Ex5+gU4/3x9bucDzyRm5XyJq/JJQbdEA=,2017-01-01,0,0
IdHWxM99Q6P9QzP/QbpM50aWXahn0gNj2sd4ZPt+J+w=,2017-01-01,0,0
IdeC0jQplm9UOFwPCLxFb9w8ZonjRbAysCx+QD/hsBI=,2017-01-01,0,0
IdxiI7FtREZkLVje+E1lWbGhvjLvBs3V/xvdYzRM0bA=,2017-01-01,1,1
IeSmc3Xq5hBBuk72mSke44KqHMkJg2l2ISF8MhCV1gk=,2017-01-01,0,0
Ify3VnCEeHVKeIiaDqB2vtjIAEfA4M3MJqsE94U74xM=,2017-01-01,1,1
Ig9mZQXwmueUPs1r76QyvTYba0KnO7oR9IGYxTxItck=,2017-01-01,0,0
IgElY5UUbDdwbBLIVFwaApV/4vHpx3T8fmX/cqxzJ4I=,2017-01-01,0,0
IgI11+A2xPT5RAxre+wBblQKzp96/G1HW3HhRxQ11pQ=,2017-01-01,0,0
IgdOUf4qnAbzKYf5t3cWMfXGgbkLxnRZeEx9zmdVquQ=,2017-01-01,1,1
IhcId8XzOP6hW4eXkZ9LuaGj6yLm8ob68aGtsbI42j0=,2017-01-01,0,0
Ihx4oz/nR4IFIRBnvhOo/4KYGXaNJq1HYKIJ1K/ohaE=,2017-01-01,0,0
Ii+R6yDi9I9+X57QLm88zJ963+t9f1s7GxM+W9A6LIs=,2017-01-01,0,0
IiAXktUlbkZfkj7U1WlDBO1iYJ05MPkW+/yZWUQlyPM=,2017-01-01,1,0
IiF1h7t9+EyWnKw+AVinJ0AMQLYuJg8kuyL9yFrCXoY=,2017-01-01,0,0
Iii/A4rANW5L3fK961jzt+4pMb8/Ba2W6q7WkWv1+Ts=,2017-01-01,0,0
IiicF0r0FeuRW6hpHH9K9vdNuPb2EReRSCA6Oic7bFQ=,2017-01-01,0,0
Ij/ziU5weLz4dKZGV80FiSqC1m/cN8bBonXVSgwVxyk=,2017-01-01,0,0
Ij3fseFTHJX/Xov13rOfqfrRWm1EvmzkkuHFdAw0iJU=,2017-01-01,0,0
Ikc2mpUUI+IkvG26zoI14OQRFmA0MS4f3t5Vrs5QM4g=,2017-01-01,0,0
Ikiqb5BJWAecEke8z++YhQtfLpsy1NPI7lSbi5g8VQc=,2017-01-01,0,0
IljOBUoHDUH55rE0sFlkl69UkcLAjqzUhPCRSFR+blA=,2017-01-01,0,0
ImPPxsCceyfwNBfK1XHukLubh3cuGZclJHMziIRqvuE=,2017-01-01,0,0
ImfC10VEJEfNVlIGg3VhbK3vEK2eXOiPYbNcOaq1WVI=,2017-01-01,0,0
InF+cVXel8gmVpmCDcnoG/I8Tb3TMj0glZVIaTVe8zw=,2017-01-01,0,0
Ina83N4pBbR0K9fE2JFe+zG5kfPtktCPZT5eXmuqKJ8=,2017-01-01,0,0
Ins3lAsgM8mu+l6urQX2zJMpi2M2cfgLWKxDLuo3ABg=,2017-01-01,0,0
IoXWfoR/PLiew62R+rO0molT8UmChB4TFVJCVG4Ik2Q=,2017-01-01,0,0
IoxVeuGvdNQeaf98t8V7YQJysxWUxecJ7r6j7cCukPM=,2017-01-01,0,0
IpAh8vNZbNnykShsZioIAnysW+PWl49vQTctoaPeyuk=,2017-01-01,0,0
IpWWltpD3SXl/O/msAonUaJLqIbn4Of/5VVeymfIYkk=,2017-01-01,0,0
IpfA33hGxjQlilD//bXJJFso5pulOU25PL2avo4nJ00=,2017-01-01,0,0
IpnEESqGoSCMheIKwl+PMbgRxklH8iHE4guy8lDzVKs=,2017-01-01,0,0
Iqdgna6fhnOD9EULemb2mN9FNym6raBExxHDfhgQHt0=,2017-01-01,0,0
IqsaohM55N2kp9BQTq4b3u3CZNDgCWoPOHz239pTasA=,2017-01-01,0,0
IrIwEXhUaGoWq8fwpziNGyAXr7Z11JfKp5nfXC5zWXQ=,2017-01-01,1,1
IrgfAq3z+p8RWrg/FZ4oRuRBCdNOnV0hDNWY86ElNwA=,2017-01-01,0,0
IsP2/qrMQmykrDaH51gRpHGek02ife0gjIVCD2dunmo=,2017-01-01,0,0
IskLzIWG/Tt/nQMzDncybwGfA07udUHkvrOSfADWGpc=,2017-01-01,0,0
IsqezZPJuPO68ZTEVgqvPiyVrqqYntBsz1zK3pXhsFo=,2017-01-01,0,0
It/H7Mx4Qn2QRAwuABv/tujITmvxO3hR+YzZGw3wAQM=,2017-01-01,0,0
